"","Peel0","Peel1","Peel2","Peel3","Peel4","Peel5","Peel6","Peel7","Model"
"2",1.22049652530222,2.17891643039775,4.15237143835452,4.06022150780132,0.281900786292681,0,0,1.45628922298226,"mod1"
"8",11.2227800881551,11.1883965084521,11.9317454925679,11.320146192865,9.56027468375578,10.0543258131795,10.5349575467442,7.76216329634372,"mod7"
"9",0,0,0,0,0,1.12586600197142,2.02154182514096,0,"mod8"
